着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,8,16,ロフティーピーク,牝2,54,ルメール,1:12.7,,**,3-3,37.2,2.0,1,486(0),,,,[西]武幸四郎,サンデーレーシング,700.0
2,7,14,レイテントロアー,牡2,54,嘉藤貴行,1:13.1,2.1/2,**,3-3,37.6,111.5,13,472(0),,,,[東]田中清隆,矢野亨憲,280.0
3,4,8,サツキマス,牝2,54,戸崎圭太,1:13.4,2,**,5-5,37.6,9.3,4,454(0),,,,[東]田島俊明,越村哲男,180.0
4,4,7,トミケンリフリーク,牝2,54,丸山元気,1:13.7,2,**,2-2,38.3,30.9,8,446(0),,,,[東]竹内正洋,冨樫賢二,110.0
5,2,3,ムーランアンディゴ,牡2,54,丸田恭介,1:13.8,3/4,**,12-12,37.1,9.5,5,488(0),,,,[東]田中博康,村上卓史,70.0
6,6,11,コパシーナ,セ2,54,三浦皇成,1:13.9,1/2,**,9-9,37.5,6.6,2,476(0),,,,[東]伊藤圭三,椎名節,
7,1,1,タピオカ,牝2,54,木幡巧也,1:13.9,ハナ,**,1-1,38.6,6.8,3,484(0),,,,[東]牧光二,清水牧場,
8,1,2,トゥーヤング,牝2,54,宮崎北斗,1:14.4,3,**,7-7,38.3,82.6,10,436(0),,,,[東]小桧山悟,三岡陽,
9,5,9,ダイシンウィット,牡2,54,丹内祐次,1:15.1,4,**,9-11,38.6,61.7,9,490(0),,,,[東]小笠倫弘,大八木信行,
10,2,4,キタノシャンティ,牡2,51,山田敬士,1:15.2,3/4,**,9-7,38.8,142.8,14,478(0),,,,[東]松永康利,北所直人,
11,7,13,ルージュキッス,牝2,51,大塚海渡,1:15.3,クビ,**,14-15,37.4,88.9,11,420(0),,,,[東]和田雄二,ヒダカ・ブリーダーズ・ユニオン,
12,6,12,フルートフル,牝2,54,伊藤工真,1:15.5,1.1/2,**,5-6,39.8,400.4,16,434(0),,,,[東]石毛善彦,和田牧場,
13,5,10,アキトゴー,牡2,54,岩部純二,1:15.6,クビ,**,14-13,37.7,207.8,15,466(0),,,,[東]南田美知,大倉佑介,
14,8,15,スーコーサファイア,牝2,51,小林凌大,1:17.0,8,**,7-10,40.9,98.1,12,450(0),,,,[東]深山雅史,谷口祐人,
15,3,5,ララキューン,牝2,54,松若風馬,1:17.4,2.1/2,**,14-15,39.6,27.3,7,508(0),,,,[東]新開幸一,永見貴昭,
16,3,6,ムキズ,牡2,54,大野拓弥,1:17.4,アタマ,**,13-13,40.6,24.6,6,450(0),,,,[東]和田勇介,杉澤光雄,
