着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,12,タマモメイトウ,牡4,56,ルメール,1:09.8,,**,10-8,34.8,8.2,6,486(+2),,,,[西]藤岡健一,タマモ,"1,100.0"
2,3,5,ヴェルスパー,牝5,55,Ｍ．デム,1:09.8,アタマ,**,2-2,35.7,7.3,5,456(+4),,,,[東]加藤征弘,サンデーレーシング,440.0
3,7,14,オジョーノキセキ,牝5,55,北村宏司,1:09.8,ハナ,**,14-13,34.5,11.5,7,512(0),,,,[東]伊藤大士,前原敏行,280.0
4,5,9,ショウナンバニラ,牝4,54,吉田豊,1:09.9,1/2,**,15-15,34.4,51.3,12,434(+16),,,,[東]武市康男,湘南,170.0
5,8,15,キタイ,牝4,54,田辺裕信,1:09.9,ハナ,**,1-1,36.1,11.9,8,508(-6),,,,[東]杉浦宏昭,西村憲人,110.0
6,4,7,レッドルチア,牝6,55,マーフィ,1:10.1,1.1/4,**,6-5,35.6,6.2,3,426(-2),,,,[東]鹿戸雄一,東京ホースレーシング,
7,2,3,スイートセント,牝4,54,丸山元気,1:10.1,アタマ,**,8-8,35.3,5.4,1,438(+4),,,,[東]栗田徹,シルクレーシング,
8,6,11,ライバーバード,牡6,57,石橋脩,1:10.1,クビ,**,8-8,35.3,43.3,11,512(+4),,,,[東]手塚貴久,馬場幸夫,
9,7,13,ドウディ,牡6,57,柴田善臣,1:10.1,アタマ,**,11-11,35.0,160.4,14,494(+16),,,,[東]小野次郎,ｅ馬主組合,
10,1,1,ペイシャドリーム,牝4,54,的場勇人,1:10.2,1/2,**,2-3,36.1,5.9,2,456(-2),,,,[東]高橋義博,北所直人,
11,5,10,ハイヤーアプシス,牝6,55,ミナリク,1:10.2,アタマ,**,15-15,34.7,6.7,4,438(0),,,,[東]鹿戸雄一,吉田晴哉,
12,8,16,タイキラトナンジュ,牡8,55,木幡育也,1:10.3,クビ,**,13-13,35.1,168.2,15,466(0),,,,[東]萱野浩二,大樹ファーム,
13,2,4,ウインハートビート,牡7,57,横山典弘,1:10.4,1/2,**,11-11,35.3,93.6,13,500(0),,,,[西]宮本博,ウイン,
14,4,8,アーヒラ,牝5,55,岩部純二,1:10.4,ハナ,**,6-7,35.9,322.1,16,448(0),,,,[東]石毛善彦,ミルファーム,
15,1,2,アゴベイ,牝4,54,和田竜二,1:10.5,1/2,**,4-5,36.2,14.7,9,446(+2),,,,[東]尾関知人,ゴドルフィン,
16,3,6,リンシャンカイホウ,牡5,57,松岡正海,1:10.5,ハナ,**,4-3,36.2,40.8,10,456(+10),,,,[東]田中剛,三嶋牧場,
