着,枠番,馬番,馬名,性齢,斤量,騎手,タイム,着差,タイム指数,通過,上り,単勝,人気,馬体重,調教タイム,厩舎ｺﾒﾝﾄ,備考,調教師,馬主,賞金
1,6,10,マイネルオフィール,牡7,56,柴田大知,1:52.2,,**,2-2-6-4,37.9,160.1,14,512(-10),,,,[西]飯田雄三,サラブレッドクラブ・ラフィアン,"2,230.1"
2,7,11,カゼノコ,牡8,57,津村明秀,1:52.2,クビ,**,14-13-11-10,37.2,8.8,4,460(-2),,,,[西]野中賢二,ヌデ嶋孝司,888.6
3,6,9,クラシックメタル,セ8,56,石川裕紀,1:52.4,1.1/4,**,10-10-3-2,38.4,14.4,5,502(+8),,,,[東]萩原清,吉田勝己,554.3
4,5,7,クロスケ,牡4,56,松岡正海,1:52.5,1/2,**,8-8-9-10,37.7,28.0,8,452(-2),,,,[東]水野貴広,助川啓一,330.0
5,4,5,ハイランドピーク,牡5,57,横山和生,1:52.6,3/4,**,8-8-1-1,38.8,2.0,1,470(+12),,,,[東]土田稔,島川隆哉,220.0
6,5,8,ゴールデンブレイヴ,牡6,56,Ｍ．デム,1:52.7,クビ,**,10-10-9-7,38.0,4.7,2,504(+16),,,,[東]木村哲也,保坂和孝,
7,8,14,ハーベストムーン,牡4,56,福永祐一,1:52.8,3/4,**,2-2-4-4,38.7,34.2,9,512(+2),,,,[西]浅見秀一,三田昌宏,
8,3,3,ストロングバローズ,牡6,56,ミナリク,1:52.9,1/2,**,4-6-6-7,38.6,25.2,6,550(0),,,,[東]堀宣行,猪熊広次,
9,8,13,サンデーウィザード,牡7,58,三浦皇成,1:53.0,クビ,**,13-13-11-10,38.0,27.0,7,468(+18),,,,[西]大久保龍,巽祐子,
10,3,4,プロトコル,牡8,56,木幡巧也,1:53.4,2.1/2,**,7-7-8-7,38.9,129.4,13,540(+6),,,,[東]牧光二,石瀬浩三,
11,7,12,ブライトアイディア,牡9,56,石橋脩,1:54.2,5,**,4-4-4-2,40.1,90.3,11,524(-8),,,,[西]宮徹,小川勲,
12,4,6,サクラルコール,牡8,56,大野拓弥,1:54.2,クビ,**,12-12-13-13,39.1,114.9,12,496(0),,,,[東]田島俊明,さくらコマース,
13,1,1,リアンヴェリテ,牡5,56,内田博幸,1:54.3,3/4,**,1-1-2-4,40.5,5.3,3,482(-4),,,,[西]中竹和也,加藤誠,
14,2,2,カレンラストショー,牡7,56,戸崎圭太,1:58.0,大,**,4-4-13-14,42.8,61.2,10,450(+8),,,,[西]橋口慎介,鈴木隆司,
